Dividends;Header;Currency;Date;Description;Amount
Dividends;Data;GBP;30/06/2021;ISF(IE0005042456) Cash Dividend GBP 0.0813 per Share (Mixed Income);138.21
Dividends;Data;GBP;29/09/2021;ISF(IE0005042456) Cash Dividend GBP 0.0855 per Share (Mixed Income);145.35
Dividends;Data;USD;11/01/2021;PM(US7181721090) Cash Dividend USD 1.20 per Share (Ordinary Dividend);96
Dividends;Data;USD;15/01/2021;O(US7561091049) Cash Dividend USD 0.2345 per Share (Ordinary Dividend);23.45
Dividends;Data;USD;01/02/2021;T(US00206R1023) Cash Dividend USD 0.52 per Share (Ordinary Dividend);100.36
Dividends;Data;USD;01/02/2021;T(US00206R1023) Payment in Lieu of Dividend (Ordinary Dividend);29.64
Dividends;Data;USD;16/02/2021;O(US7561091049) Cash Dividend USD 0.2345 per Share (Ordinary Dividend);23.45
Dividends;Data;USD;16/02/2021;PG(US7427181091) Cash Dividend USD 0.7907 per Share (Ordinary Dividend);35.58
Dividends;Data;USD;05/03/2021;PEAK(US42250P1030) Cash Dividend USD 0.30 per Share (Ordinary Dividend);30
Dividends;Data;USD;09/03/2021;JNJ(US4781601046) Cash Dividend USD 1.01 per Share (Ordinary Dividend);19.19
Dividends;Data;USD;10/03/2021;CVX(US1667641005) Cash Dividend USD 1.29 per Share (Ordinary Dividend);64.5
Dividends;Data;USD;15/03/2021;O(US7561091049) Cash Dividend USD 0.2345 per Share (Ordinary Dividend);23.45
Dividends;Data;USD;31/03/2021;VFEM(IE00B3VVMM84) Cash Dividend USD 0.112977 per Share (Mixed Income);8.47
Dividends;Data;USD;01/04/2021;KO(US1912161007) Cash Dividend USD 0.42 per Share (Ordinary Dividend);25.62
Dividends;Data;USD;09/04/2021;PM(US7181721090) Cash Dividend USD 1.20 per Share (Mixed Income);96
Dividends;Data;USD;15/04/2021;O(US7561091049) Cash Dividend USD 0.235 per Share (Ordinary Dividend);23.5
Dividends;Data;USD;15/04/2021;WPC(US92936U1097) Cash Dividend USD 1.048 per Share (Ordinary Dividend);52.4
Dividends;Data;USD;03/05/2021;T(US00206R1023) Cash Dividend USD 0.52 per Share (Ordinary Dividend);130
Dividends;Data;USD;14/05/2021;O(US7561091049) Cash Dividend USD 0.235 per Share (Ordinary Dividend);23.5
Dividends;Data;USD;17/05/2021;PG(US7427181091) Cash Dividend USD 0.8698 per Share (Ordinary Dividend);39.14
Dividends;Data;USD;21/05/2021;PEAK(US42250P1030) Cash Dividend USD 0.30 per Share (Ordinary Dividend);30
Dividends;Data;USD;08/06/2021;JNJ(US4781601046) Cash Dividend USD 1.06 per Share (Ordinary Dividend);22.26
Dividends;Data;USD;10/06/2021;CVX(US1667641005) Cash Dividend USD 1.34 per Share (Ordinary Dividend);67
Dividends;Data;USD;15/06/2021;O(US7561091049) Cash Dividend USD 0.235 per Share (Ordinary Dividend);23.5
Dividends;Data;USD;30/06/2021;VFEM(IE00B3VVMM84) Cash Dividend USD 0.401835 per Share (Mixed Income);40.18
Dividends;Data;USD;30/06/2021;WITS(IE00BJ5JNY98) Cash Dividend USD 0.0225 per Share (Mixed Income);1.13
Dividends;Data;USD;01/07/2021;KO(US1912161007) Cash Dividend USD 0.42 per Share (Ordinary Dividend);28.14
Dividends;Data;USD;12/07/2021;PM(US7181721090) Cash Dividend USD 1.20 per Share (Mixed Income);96
Dividends;Data;USD;15/07/2021;O(US7561091049) Cash Dividend USD 0.2355 per Share (Ordinary Dividend);23.55
Dividends;Data;USD;15/07/2021;WPC(US92936U1097) Cash Dividend USD 1.05 per Share (Ordinary Dividend);52.5
Dividends;Data;USD;02/08/2021;T(US00206R1023) Cash Dividend USD 0.52 per Share (Ordinary Dividend);130
Dividends;Data;USD;13/08/2021;O(US7561091049) Cash Dividend USD 0.2355 per Share (Ordinary Dividend);23.55
Dividends;Data;USD;16/08/2021;PG(US7427181091) Cash Dividend USD 0.8698 per Share (Ordinary Dividend);39.14
Dividends;Data;USD;20/08/2021;PEAK(US42250P1030) Cash Dividend USD 0.30 per Share (Ordinary Dividend);30
Dividends;Data;USD;07/09/2021;JNJ(US4781601046) Cash Dividend USD 1.06 per Share (Ordinary Dividend);22.26
Dividends;Data;USD;10/09/2021;CVX(US1667641005) Cash Dividend USD 1.34 per Share (Ordinary Dividend);67
Dividends;Data;USD;15/09/2021;O(US7561091049) Cash Dividend USD 0.2355 per Share (Ordinary Dividend);23.55
Dividends;Data;USD;29/09/2021;VFEM(IE00B3VVMM84) Cash Dividend USD 0.634068 per Share (Mixed Income);63.41
Dividends;Data;USD;01/10/2021;KO(US1912161007) Cash Dividend USD 0.42 per Share (Ordinary Dividend);28.14
Dividends;Data;USD;14/10/2021;PM(US7181721090) Cash Dividend USD 1.25 per Share (Ordinary Dividend);100
Dividends;Data;USD;15/10/2021;O(US7561091049) Cash Dividend USD 0.236 per Share (Ordinary Dividend);23.6
Dividends;Data;USD;15/10/2021;WPC(US92936U1097) Cash Dividend USD 1.052 per Share (Ordinary Dividend);52.6
Dividends;Data;USD;01/11/2021;T(US00206R1023) Cash Dividend USD 0.52 per Share (Ordinary Dividend);130
Dividends;Data;USD;15/11/2021;O(US7561091049) Payment in Lieu of Dividend (Ordinary Dividend);0.47
Dividends;Data;USD;15/11/2021;O(US7561091049) Cash Dividend USD 0.236 per Share (Ordinary Dividend);23.13
Dividends;Data;USD;15/11/2021;PG(US7427181091) Cash Dividend USD 0.8698 per Share (Ordinary Dividend);39.14
Dividends;Data;USD;07/12/2021;JNJ(US4781601046) Cash Dividend USD 1.06 per Share (Ordinary Dividend);22.26
Dividends;Data;USD;10/12/2021;CVX(US1667641005) Cash Dividend USD 1.34 per Share (Ordinary Dividend);67
Dividends;Data;USD;15/12/2021;KO(US1912161007) Cash Dividend USD 0.42 per Share (Ordinary Dividend);28.14
Dividends;Data;USD;15/12/2021;O(US7561091049) Cash Dividend USD 0.246 per Share (Ordinary Dividend);24.6
Dividends;Data;USD;29/12/2021;VFEM(IE00B3VVMM84) Cash Dividend USD 0.382725 per Share (Mixed Income);38.27
Dividends;Data;USD;31/12/2021;WITS(IE00BJ5JNY98) Cash Dividend USD 0.0204 per Share (Mixed Income);1.02
